Ссылка,Метро,Время до метро,Количество комнат,Общая площадь,Жилая площадь,Этаж,Этажность дома,Срок сдачи,Тип жилья,Высота потолков,Ванная,Вид из окна,Цена
https://www.cian.ru/sale/flat/252759988/,Саларьево,11.0,1.0,34.0,19.4,9,16,1990.0,Вторичка,2.48,1 раздельный,Во двор,6700000
https://www.cian.ru/sale/flat/255399117/,Саларьево,12.0,2.0,55.0,28.2,1,4,2021.0,Вторичка,2.8,1 совмещенный,На улицу и двор,7000000
https://www.cian.ru/sale/flat/255754526/,,,1.0,40.0,19.2,12,14,1969.0,Вторичка,2.64,1 раздельный,Во двор,6650000
https://www.cian.ru/sale/flat/248674925/,Водный стадион,2.0,2.0,52.6,31.3,3,14,1978.0,Вторичка,,1 раздельный,,14700000
https://www.cian.ru/sale/flat/221072726/,Ломоносовский проспект,9.0,,960.3,390.0,17,17,2008.0,Вторичка Пентхаус,,"2 совмещенных, 2 раздельных",На улицу и двор,227790000
https://www.cian.ru/sale/flat/255551111/,Кропоткинская,2.0,,215.0,,4,5,,Вторичка,4.0,1 совмещенный,,130000000
https://www.cian.ru/sale/flat/235843307/,Баррикадная,10.0,4.0,250.0,200.0,2,7,2011.0,Вторичка,3.7,"1 совмещенный, 1 раздельный",На улицу,648701375
https://www.cian.ru/sale/flat/163104595/,Смоленская,9.0,3.0,200.0,,12,19,1998.0,Вторичка Пентхаус,,3 совмещенных,,247043610
https://www.cian.ru/sale/flat/254681674/,Фрунзенская,12.0,,245.0,150.0,5,12,2016.0,Вторичка,,,На улицу и двор,280000000
https://www.cian.ru/sale/flat/253394128/,Тверская,2.0,3.0,68.0,41.4,4,8,1940.0,Вторичка,3.2,1 раздельный,На улицу и двор,37890000
https://www.cian.ru/sale/flat/249849597/,Маяковская,4.0,3.0,108.5,70.0,3,9,1940.0,Вторичка,3.2,1 совмещенный,На улицу и двор,55500000
https://www.cian.ru/sale/flat/227843079/,Красные ворота,11.0,5.0,110.0,75.7,1,6,1913.0,Вторичка,3.4,1 раздельный,Во двор,36500000
https://www.cian.ru/sale/flat/250146598/,Спортивная,,5.0,230.7,150.0,4,7,,Вторичка,,4 раздельных,,259554687
https://www.cian.ru/sale/flat/256465981/,Нахимовский проспект,16.0,2.0,38.0,24.0,3,12,1971.0,Вторичка,2.64,1 раздельный,Во двор,13000000
https://www.cian.ru/sale/flat/256428079/,Щелковская,10.0,2.0,44.8,29.4,1,5,1965.0,Вторичка,2.64,,,10300000
https://www.cian.ru/sale/flat/256410516/,Кузьминки,3.0,2.0,46.0,30.6,3,5,1962.0,Вторичка,2.48,1 совмещенный,Во двор,12000000
https://www.cian.ru/sale/flat/202818354/,Трубная,1.0,4.0,160.0,,9,10,,Вторичка,,3 совмещенных,,124800000
https://www.cian.ru/sale/flat/255821749/,Международная,2.0,4.0,300.0,,55,62,,Вторичка Апартаменты,3.6,3 раздельных,На улицу,300000000
https://www.cian.ru/sale/flat/255838534/,Октябрьская,6.0,5.0,262.0,,7,7,2019.0,Новостройка,,,,654470000
https://www.cian.ru/sale/flat/246044709/,Некрасовка,14.0,1.0,35.4,17.0,3,17,2020.0,Вторичка,2.75,1 совмещенный,На улицу,7100000
https://www.cian.ru/sale/flat/256472920/,Ботанический сад,12.0,2.0,50.3,,18,18,2021.0,Новостройка Апартаменты,,,На улицу,10500000
https://www.cian.ru/sale/flat/256494064/,Медведково,26.0,2.0,44.5,29.0,6,9,1969.0,Вторичка,2.64,1 раздельный,Во двор,9300000
https://www.cian.ru/sale/flat/255860420/,Улица 1905 года,,3.0,84.6,53.8,4,16,2003.0,Вторичка,,1 раздельный,На улицу и двор,27600000
https://www.cian.ru/sale/flat/195338871/,Новые Черемушки,14.0,4.0,100.0,65.0,2,18,1983.0,Вторичка,2.65,1 совмещенный,Во двор,25000000
https://www.cian.ru/sale/flat/256259632/,,,2.0,62.0,20.0,3,4,,Вторичка,,,,6000000
https://www.cian.ru/sale/flat/256455950/,Третьяковская,4.0,1.0,95.0,,1,4,2019.0,Новостройка,,,,108900000
https://www.cian.ru/sale/flat/256455168/,Коломенская,,2.0,69.0,,9,17,2007.0,Вторичка,2.64,1 раздельный,,31700000
https://www.cian.ru/sale/flat/255491573/,Достоевская,8.0,5.0,177.0,,10,12,2014.0,Вторичка,,3 совмещенных,На улицу и двор,177000000
https://www.cian.ru/sale/flat/256323864/,,,1.0,37.8,18.9,1,17,1991.0,Вторичка,2.64,1 совмещенный,На улицу,6250000
https://www.cian.ru/sale/flat/210402148/,Новослободская,8.0,5.0,199.0,123.0,4,13,2013.0,Вторичка,,3 совмещенных,На улицу и двор,177871399
https://www.cian.ru/sale/flat/251888936/,,,1.0,40.6,24.1,2,17,1971.0,Вторичка,,,,6400000
https://www.cian.ru/sale/flat/253572663/,,,1.0,27.9,15.5,1,16,2020.0,Вторичка,2.7,1 совмещенный,,5980000
https://www.cian.ru/sale/flat/256140905/,Бунинская аллея,45.0,1.0,37.0,17.0,1,5,,Вторичка,2.8,1 раздельный,Во двор,5300000
https://www.cian.ru/sale/flat/220912669/,Улица 1905 года,3.0,3.0,71.6,50.0,18,25,2015.0,Вторичка,3.0,1 совмещенный,На улицу,20500000
https://www.cian.ru/sale/flat/252324250/,Лухмановская,2.0,2.0,53.0,30.0,2,14,2006.0,Вторичка,2.74,1 раздельный,На улицу,11400000
https://www.cian.ru/sale/flat/256170615/,Сокол,7.0,1.0,17.5,,3,5,1962.0,Вторичка,,1 совмещенный,На улицу,5600000
https://www.cian.ru/sale/flat/256404391/,Тимирязевская,8.0,3.0,55.0,44.0,3,9,1965.0,Вторичка,,1 раздельный,Во двор,13500000
https://www.cian.ru/sale/flat/253430086/,Молодежная,1.0,1.0,64.0,22.0,3,31,2009.0,Вторичка,2.85,1 совмещенный,,17900000
https://www.cian.ru/sale/flat/179765454/,Сретенский бульвар,7.0,4.0,166.0,122.0,7,7,2005.0,Вторичка,3.0,2 раздельных,На улицу и двор,99000000
https://www.cian.ru/sale/flat/202076838/,Раменки,4.0,2.0,54.0,32.0,17,17,1995.0,Вторичка,2.64,1 раздельный,Во двор,16500000
https://www.cian.ru/sale/flat/256410073/,Тушинская,5.0,5.0,134.7,76.0,2,25,2005.0,Вторичка,,2 раздельных,На улицу и двор,27990000
https://www.cian.ru/sale/flat/255828320/,,,3.0,79.1,,1,3,2021.0,Новостройка,,,,6565300
https://www.cian.ru/sale/flat/216900682/,Улица 1905 года,16.0,2.0,83.0,45.0,2,21,,Вторичка,,,Во двор,44500000
https://www.cian.ru/sale/flat/251991057/,Лефортово,1.0,2.0,73.8,39.8,8,16,2007.0,Вторичка,,1 совмещенный,На улицу и двор,28000000
https://www.cian.ru/sale/flat/192800162/,Савеловская,12.0,3.0,81.1,66.8,5,6,1951.0,Вторичка,3.1,1 совмещенный,На улицу и двор,26500000
https://www.cian.ru/sale/flat/253848103/,Алтуфьево,1.0,2.0,54.0,30.0,7,12,,Вторичка,2.7,1 раздельный,Во двор,12200000
https://www.cian.ru/sale/flat/50187169/,Первомайская,10.0,2.0,58.0,30.0,3,7,2013.0,Вторичка,,1 совмещенный,Во двор,14600000
https://www.cian.ru/sale/flat/254971680/,Кропоткинская,5.0,5.0,177.0,,5,6,,Вторичка,,3 совмещенных,На улицу,120000000
https://www.cian.ru/sale/flat/256472539/,Коммунарка,20.0,3.0,94.3,,6,14,2021.0,Новостройка,2.89,,,16150001
https://www.cian.ru/sale/flat/254955024/,Смоленская,6.0,5.0,316.1,,3,5,2019.0,Новостройка,3.3,,,246874100
https://www.cian.ru/sale/flat/250162833/,Текстильщики,17.0,3.0,68.1,39.6,2,22,,Новостройка,3.0,,На улицу,14400000
https://www.cian.ru/sale/flat/256466577/,Выставочная,1.0,3.0,168.0,,34,85,2016.0,Вторичка Апартаменты,,,На улицу,82340000
https://www.cian.ru/sale/flat/256421451/,Сходненская,10.0,2.0,61.3,26.8,3,12,2019.0,Вторичка,,2 раздельных,,21400000
https://www.cian.ru/sale/flat/215365695/,Строгино,2.0,1.0,39.0,21.0,1,12,1980.0,Вторичка,2.64,1 раздельный,На улицу,9450000
https://www.cian.ru/sale/flat/255576230/,Лефортово,2.0,3.0,73.9,44.8,1,17,1988.0,Вторичка,2.64,1 раздельный,На улицу и двор,18500000
https://www.cian.ru/sale/flat/255956497/,Некрасовка,2.0,2.0,64.0,34.0,2,25,2015.0,Вторичка,,1 раздельный,На улицу и двор,10500000
https://www.cian.ru/sale/flat/147893774/,Смоленская,8.0,4.0,174.0,125.0,4,16,2010.0,Вторичка,3.4,2 раздельных,Во двор,80000000
https://www.cian.ru/sale/flat/211426073/,Новые Черемушки,19.0,3.0,100.0,62.0,12,18,2013.0,Вторичка,3.0,,,39900000
https://www.cian.ru/sale/flat/164028227/,Тверская,6.0,5.0,170.0,109.0,5,6,1903.0,Вторичка,,2 совмещенных,Во двор,149154000
https://www.cian.ru/sale/flat/254044633/,Перово,2.0,2.0,72.2,38.0,10,24,,Вторичка,,"1 совмещенный, 1 раздельный",На улицу,18700000
https://www.cian.ru/sale/flat/235446639/,Филатов Луг,10.0,1.0,33.0,17.0,1,4,,Вторичка,,1 совмещенный,,5100000
https://www.cian.ru/sale/flat/256277013/,Кутузовская,2.0,3.0,83.0,48.0,7,11,1953.0,Вторичка,,1 раздельный,Во двор,34900000
https://www.cian.ru/sale/flat/248517494/,,,1.0,33.0,19.0,6,9,1976.0,Вторичка,2.64,1 раздельный,Во двор,6350000
https://www.cian.ru/sale/flat/251743476/,Рассказовка,1.0,2.0,60.0,34.0,19,23,2021.0,Новостройка,,1 раздельный,На улицу,11800000
https://www.cian.ru/sale/flat/214419722/,Чкаловская,17.0,3.0,155.6,,3,11,2009.0,Вторичка,3.2,2 совмещенных,На улицу и двор,100000000
https://www.cian.ru/sale/flat/254990215/,Кропоткинская,5.0,3.0,156.0,130.0,2,6,2004.0,Вторичка,,3 совмещенных,На улицу и двор,348445310
https://www.cian.ru/sale/flat/215008920/,Белорусская,6.0,4.0,130.0,81.0,4,7,,Вторичка,3.0,"1 совмещенный, 1 раздельный",На улицу и двор,43000000
https://www.cian.ru/sale/flat/255408622/,Теплый Стан,15.0,1.0,39.7,19.0,2,17,2010.0,Вторичка,,,Во двор,7100000
https://www.cian.ru/sale/flat/256280837/,Славянский бульвар,4.0,,684.4,,29,31,2007.0,Вторичка Апартаменты,4.0,,,461791882
https://www.cian.ru/sale/flat/256008017/,Тульская,1.0,1.0,45.3,24.0,3,12,2020.0,Вторичка Апартаменты,3.1,1 совмещенный,Во двор,17440000
https://www.cian.ru/sale/flat/192437673/,Фили,2.0,2.0,57.0,,10,20,2018.0,Вторичка,3.2,1 совмещенный,,25900000
https://www.cian.ru/sale/flat/207620736/,Кропоткинская,5.0,4.0,300.0,,3,5,,Вторичка,3.3,3 раздельных,На улицу и двор,484750500
https://www.cian.ru/sale/flat/251589434/,Шелепиха,4.0,1.0,42.0,13.0,5,41,,Новостройка,,1 совмещенный,,14000000
https://www.cian.ru/sale/flat/256421874/,Тверская,5.0,3.0,94.0,60.0,4,6,1950.0,Вторичка,,2 раздельных,На улицу и двор,56400000
https://www.cian.ru/sale/flat/254810840/,Авиамоторная,15.0,1.0,14.5,9.0,4,4,1975.0,Вторичка Апартаменты,2.8,1 совмещенный,,3770000
https://www.cian.ru/sale/flat/238366626/,Дубровка,10.0,2.0,55.0,34.0,1,5,1957.0,Вторичка,,1 раздельный,Во двор,12100000
https://www.cian.ru/sale/flat/253921891/,Молодежная,2.0,2.0,70.0,45.0,5,25,,Вторичка,,"1 совмещенный, 1 раздельный",,23000000
https://www.cian.ru/sale/flat/235843280/,Парк Культуры,14.0,4.0,249.0,199.0,2,7,2004.0,Вторичка,,,,411739350
https://www.cian.ru/sale/flat/253919741/,Прокшино,7.0,3.0,93.0,63.0,4,4,,Вторичка,5.0,1 раздельный,Во двор,15500000
https://www.cian.ru/sale/flat/235843305/,Воробьевы горы,10.0,,475.0,215.0,6,6,2004.0,Вторичка,4.1,3 совмещенных,На улицу и двор,288217545
https://www.cian.ru/sale/flat/253625332/,Фрунзенская,11.0,,324.9,182.5,14,14,,Вторичка,,1 совмещенный,,615000000
https://www.cian.ru/sale/flat/255394357/,Печатники,15.0,2.0,52.0,30.8,11,17,1988.0,Вторичка,,1 раздельный,Во двор,11500000
https://www.cian.ru/sale/flat/246825116/,Кожуховская,6.0,1.0,18.0,,6,6,1960.0,Вторичка Апартаменты,,,,4990000
https://www.cian.ru/sale/flat/256477124/,Кузьминки,2.0,3.0,55.4,38.0,4,5,1960.0,Вторичка,2.64,1 совмещенный,Во двор,11800000
https://www.cian.ru/sale/flat/252593560/,Нагатинская,15.0,2.0,83.0,,15,20,2011.0,Вторичка,2.7,1 совмещенный,Во двор,25000000
https://www.cian.ru/sale/flat/194942573/,Ломоносовский проспект,10.0,3.0,100.0,54.0,18,22,2010.0,Вторичка,3.0,2 раздельных,Во двор,39500000
https://www.cian.ru/sale/flat/255646009/,Первомайская,5.0,1.0,34.5,19.5,12,16,1977.0,Вторичка,2.65,1 совмещенный,Во двор,8200000
https://www.cian.ru/sale/flat/244584286/,Стахановская,6.0,3.0,88.6,40.0,16,23,,Вторичка,,2 совмещенных,На улицу и двор,18990000
https://www.cian.ru/sale/flat/250426895/,Кропоткинская,10.0,5.0,188.0,119.0,3,7,2010.0,Вторичка,,3 раздельных,,251296500
https://www.cian.ru/sale/flat/255425295/,Первомайская,2.0,2.0,44.5,27.5,1,9,1968.0,Вторичка,2.64,1 раздельный,Во двор,8100000
https://www.cian.ru/sale/flat/256079825/,Красносельская,2.0,3.0,134.3,94.0,6,14,,Вторичка,,2 раздельных,,47000000
https://www.cian.ru/sale/flat/181781211/,Киевская,9.0,2.0,64.0,43.0,4,10,,Вторичка,,1 раздельный,На улицу и двор,29000000
https://www.cian.ru/sale/flat/256455951/,Третьяковская,4.0,1.0,82.0,,2,4,2019.0,Новостройка,,,,109060000
https://www.cian.ru/sale/flat/151521717/,Парк Победы,11.0,,235.0,170.0,6,50,,Вторичка,,,,104806380
https://www.cian.ru/sale/flat/256382733/,Сокольники,5.0,3.0,52.0,35.0,3,9,1974.0,Вторичка,2.64,1 раздельный,Во двор,15800000
https://www.cian.ru/sale/flat/256352249/,Перерва,15.0,1.0,31.0,18.8,1,5,,Вторичка,2.5,1 совмещенный,Во двор,7000000
https://www.cian.ru/sale/flat/256478505/,Говорово,14.0,1.0,50.0,24.0,8,10,2019.0,Вторичка,,,Во двор,13000000
https://www.cian.ru/sale/flat/254524640/,Саларьево,40.0,1.0,31.8,19.0,2,5,,Вторичка,,1 раздельный,Во двор,6500000
https://www.cian.ru/sale/flat/256315857/,Лубянка,2.0,2.0,115.0,93.0,5,5,,Вторичка Апартаменты,,"1 совмещенный, 1 раздельный",На улицу и двор,130000000
https://www.cian.ru/sale/flat/222144342/,Строгино,4.0,1.0,23.4,14.0,1,12,1980.0,Вторичка Апартаменты,2.64,1 совмещенный,Во двор,5500000
https://www.cian.ru/sale/flat/213001275/,Динамо,3.0,4.0,122.0,80.0,6,17,,Вторичка Апартаменты,3.0,3 раздельных,На улицу и двор,35500000
https://www.cian.ru/sale/flat/255953958/,Коммунарка,11.0,1.0,27.0,10.0,12,15,,Вторичка,,,,6450000
https://www.cian.ru/sale/flat/253738699/,Бунинская аллея,8.0,1.0,33.8,9.8,14,17,2023.0,Новостройка,2.65,1 совмещенный,Во двор,6803940
https://www.cian.ru/sale/flat/256420779/,Рассказовка,,1.0,40.0,,12,17,2012.0,Вторичка,2.75,1 совмещенный,,8500000
https://www.cian.ru/sale/flat/254238238/,Маяковская,10.0,5.0,235.0,133.0,9,10,,Вторичка,3.0,3 совмещенных,На улицу и двор,269502120
https://www.cian.ru/sale/flat/247913270/,Кутузовская,4.0,5.0,315.2,295.2,29,32,2023.0,Новостройка Апартаменты,,,,325135104
https://www.cian.ru/sale/flat/255258390/,Стахановская,6.0,1.0,34.4,13.0,4,18,2020.0,Вторичка,2.74,,,10390000
https://www.cian.ru/sale/flat/255332754/,Белорусская,2.0,3.0,145.0,74.0,7,18,2008.0,Вторичка,,2 совмещенных,На улицу и двор,105000000
https://www.cian.ru/sale/flat/256280675/,Спортивная,10.0,,266.2,,5,7,2016.0,Вторичка,3.2,,Во двор,266427215
https://www.cian.ru/sale/flat/255927563/,Выставочная,4.0,2.0,93.0,85.0,7,79,,Вторичка Апартаменты,,"1 совмещенный, 1 раздельный",На улицу,51000000
https://www.cian.ru/sale/flat/256306007/,Университет,2.0,2.0,55.0,38.0,2,9,1956.0,Вторичка,3.2,1 совмещенный,На улицу,22000000
https://www.cian.ru/sale/flat/255038295/,Коммунарка,15.0,1.0,23.3,14.0,9,17,,Вторичка,,1 совмещенный,Во двор,6490000
https://www.cian.ru/sale/flat/199322911/,Бунинская аллея,17.0,3.0,74.0,44.0,3,14,2006.0,Вторичка,2.64,1 раздельный,Во двор,16800000
https://www.cian.ru/sale/flat/190610608/,Академическая,10.0,3.0,92.0,,3,18,2011.0,Вторичка,3.0,2 совмещенных,Во двор,52000000
https://www.cian.ru/sale/flat/2688925/,Кропоткинская,4.0,5.0,177.0,140.0,5,7,1914.0,Вторичка,2.64,1 совмещенный,Во двор,120000000
https://www.cian.ru/sale/flat/211366808/,Крылатское,17.0,5.0,180.14,122.8,17,18,2003.0,Вторичка Пентхаус,,2 совмещенных,Во двор,48500000
https://www.cian.ru/sale/flat/252729179/,Коптево,4.0,1.0,29.8,,4,5,2021.0,Вторичка Апартаменты,3.1,1 совмещенный,Во двор,6450000
https://www.cian.ru/sale/flat/255101097/,Сходненская,12.0,1.0,16.3,14.0,9,9,,Вторичка Апартаменты,,1 совмещенный,Во двор,2608000
https://www.cian.ru/sale/flat/209257451/,Бибирево,7.0,2.0,45.8,30.1,1,12,1974.0,Вторичка,2.5,,Во двор,9500000
https://www.cian.ru/sale/flat/248267744/,Ольховая,40.0,2.0,42.9,29.0,1,5,,Вторичка,,1 совмещенный,,6150000
https://www.cian.ru/sale/flat/256494487/,Бабушкинская,6.0,1.0,34.0,,7,16,2021.0,Новостройка,,1 совмещенный,,6290000
https://www.cian.ru/sale/flat/256420772/,Спартак,,5.0,142.0,,19,22,,Вторичка,2.64,1 раздельный,,34700000
https://www.cian.ru/sale/flat/254805798/,Рассказовка,1.0,1.0,35.3,14.0,23,23,,Вторичка,,1 совмещенный,Во двор,9150000
https://www.cian.ru/sale/flat/229698859/,Ломоносовский проспект,10.0,5.0,327.0,231.0,17,17,,Вторичка Пентхаус,,3 совмещенных,На улицу и двор,230000000
https://www.cian.ru/sale/flat/256058684/,Спортивная,8.0,4.0,190.0,120.0,3,7,,Вторичка,3.7,3 совмещенных,На улицу и двор,232185000
https://www.cian.ru/sale/flat/246805718/,Смоленская,8.0,,416.0,,13,13,2013.0,Вторичка Апартаменты,,"3 совмещенных, 1 раздельный",На улицу и двор,693360000
https://www.cian.ru/sale/flat/255490294/,Выхино,7.0,3.0,64.7,46.4,7,16,1988.0,Вторичка,2.48,1 совмещенный,Во двор,14500000
https://www.cian.ru/sale/flat/239327416/,Международная,5.0,2.0,84.0,61.0,54,65,2019.0,Вторичка Апартаменты,,"1 совмещенный, 1 раздельный",На улицу,50000000
https://www.cian.ru/sale/flat/256444710/,,,1.0,39.9,19.1,15,17,,Вторичка,2.74,,,10000000
https://www.cian.ru/sale/flat/256475602/,Савеловская,,1.0,36.46,,1,12,2021.0,Вторичка,2.7,1 раздельный,,11200000
https://www.cian.ru/sale/flat/212433066/,Университет,4.0,3.0,108.0,,8,19,2013.0,Вторичка,3.2,2 совмещенных,,65000000
https://www.cian.ru/sale/flat/255692302/,Бунинская аллея,10.0,1.0,38.0,19.0,10,14,,Вторичка,,1 совмещенный,Во двор,7050000
https://www.cian.ru/sale/flat/190455231/,Щукинская,10.0,5.0,365.0,304.0,25,48,,Вторичка Пентхаус,3.1,3 раздельных,На улицу и двор,148274600
https://www.cian.ru/sale/flat/254986546/,Молодежная,1.0,2.0,35.5,20.4,1,12,1965.0,Вторичка,,1 совмещенный,Во двор,10500000
https://www.cian.ru/sale/flat/255088173/,Первомайская,4.0,2.0,37.1,22.6,4,9,1963.0,Вторичка,,1 совмещенный,Во двор,8300000
https://www.cian.ru/sale/flat/256083579/,Филатов Луг,10.0,1.0,36.3,20.0,3,8,2018.0,Вторичка,2.79999995232,1 совмещенный,Во двор,5800000
https://www.cian.ru/sale/flat/247010200/,Третьяковская,7.0,5.0,204.0,170.0,3,6,2020.0,Вторичка,3.3,"2 совмещенных, 1 раздельный",На улицу и двор,240000000
https://www.cian.ru/sale/flat/250366136/,Одинцово,40.0,1.0,44.0,14.0,2,7,,Новостройка,,1 раздельный,На улицу и двор,6500000
https://www.cian.ru/sale/flat/255123864/,Варшавская,6.0,2.0,45.25,28.4,7,12,2022.0,Новостройка,,1 совмещенный,,13000000
https://www.cian.ru/sale/flat/173933360/,Ломоносовский проспект,7.0,4.0,116.0,,2,15,2008.0,Вторичка,,2 совмещенных,,58000000
https://www.cian.ru/sale/flat/191351470/,Мичуринский проспект,9.0,4.0,125.0,81.0,14,25,1998.0,Вторичка,,2 совмещенных,Во двор,48000000
https://www.cian.ru/sale/flat/256464179/,Каховская,7.0,2.0,65.0,26.0,5,30,2010.0,Вторичка,2.95,,На улицу и двор,21800000
https://www.cian.ru/sale/flat/256143375/,Тверская,6.0,5.0,160.0,,8,9,,Вторичка,,3 раздельных,На улицу,259480549
https://www.cian.ru/sale/flat/252419099/,Медведково,2.0,1.0,34.5,19.0,4,16,1991.0,Вторичка,2.48,1 совмещенный,Во двор,9000000
https://www.cian.ru/sale/flat/253856804/,Арбатская,11.0,,630.0,,6,7,1997.0,Вторичка,,4 совмещенных,,1010632950
https://www.cian.ru/sale/flat/239781817/,Фрунзенская,11.0,,329.01,171.4,5,12,,Новостройка,,1 совмещенный,,280000000
https://www.cian.ru/sale/flat/244658185/,Кропоткинская,10.0,5.0,188.0,144.0,3,7,,Вторичка,3.0,3 раздельных,На улицу,267405992
https://www.cian.ru/sale/flat/220317651/,Хорошево,3.0,3.0,75.0,,4,17,2009.0,Вторичка,,"1 совмещенный, 1 раздельный",,23500000
https://www.cian.ru/sale/flat/255823861/,Щербинка,10.0,1.0,38.3,17.2,7,9,2012.0,Вторичка,2.75,1 совмещенный,Во двор,6900000
https://www.cian.ru/sale/flat/256454911/,Тушинская,15.0,2.0,37.6,22.5,5,14,1970.0,Вторичка,2.64,1 раздельный,На улицу и двор,10100000
https://www.cian.ru/sale/flat/196896270/,Водный стадион,10.0,,545.6,433.2,10,12,2007.0,Вторичка Пентхаус,5.8,"4 совмещенных, 4 раздельных",На улицу и двор,149990000
https://www.cian.ru/sale/flat/256412660/,Водный стадион,,2.0,54.0,,1,5,1955.0,Вторичка,2.64,1 раздельный,,12000000
https://www.cian.ru/sale/flat/250570766/,Октябрьская,9.0,,462.0,,14,20,,Вторичка Пентхаус,,,,1112059500
https://www.cian.ru/sale/flat/256410524/,,,4.0,157.0,135.0,10,19,2014.0,Вторичка,3.0,3 совмещенных,На улицу и двор,97000000
https://www.cian.ru/sale/flat/193433718/,Сходненская,15.0,3.0,72.7,43.9,1,16,1999.0,Вторичка,2.64,1 раздельный,На улицу и двор,14200000
https://www.cian.ru/sale/flat/253857613/,Фрунзенская,10.0,5.0,227.64,,11,11,2021.0,Новостройка Пентхаус,,,,296000000
https://www.cian.ru/sale/flat/244623056/,Новослободская,8.0,4.0,198.2,,5,13,2013.0,Вторичка,,3 совмещенных,,230000000
https://www.cian.ru/sale/flat/248202124/,Ленинский проспект,1.0,2.0,42.0,28.0,2,16,,Вторичка,2.6,1 совмещенный,На улицу,13500000
https://www.cian.ru/sale/flat/256429400/,Серпуховская,3.0,2.0,43.0,29.0,5,5,1963.0,Вторичка,,1 совмещенный,Во двор,14900000
https://www.cian.ru/sale/flat/244708123/,Ховрино,2.0,3.0,119.7,61.8,25,40,2010.0,Вторичка,,"1 совмещенный, 1 раздельный",На улицу и двор,27171900
https://www.cian.ru/sale/flat/195329468/,Марьина роща,5.0,3.0,89.9,,2,5,2019.0,Новостройка Апартаменты,,,Во двор,35000000
https://www.cian.ru/sale/flat/247217289/,Раменки,6.0,,385.0,220.0,5,6,,Вторичка,,"3 совмещенных, 2 раздельных",Во двор,344363820
https://www.cian.ru/sale/flat/255233357/,Смоленская,2.0,3.0,92.0,,6,7,2011.0,Вторичка Апартаменты,,3 совмещенных,,111205950
https://www.cian.ru/sale/flat/255207328/,Киевская,14.0,2.0,86.0,43.0,2,14,1992.0,Вторичка,3.0,2 совмещенных,На улицу,55000000
https://www.cian.ru/sale/flat/255550135/,Кропоткинская,1.0,,220.0,173.0,4,6,,Вторичка,4.0,2 раздельных,На улицу и двор,130000000
https://www.cian.ru/sale/flat/256470499/,Улица Горчакова,3.0,1.0,40.0,20.0,6,9,,Вторичка,2.6,1 совмещенный,Во двор,10900000
https://www.cian.ru/sale/flat/255300867/,Стахановская,9.0,1.0,39.5,18.9,22,26,2017.0,Вторичка,,1 совмещенный,Во двор,12200000
https://www.cian.ru/sale/flat/254156266/,Стахановская,10.0,1.0,45.7,,17,19,2020.0,Новостройка,,,,15442030
https://www.cian.ru/sale/flat/254197398/,Ольховая,25.0,1.0,40.3,20.0,2,9,2020.0,Вторичка,,1 раздельный,,6400000
https://www.cian.ru/sale/flat/256452704/,Братиславская,7.0,1.0,35.7,14.3,4,17,1998.0,Вторичка,2.64,1 раздельный,Во двор,9000000
https://www.cian.ru/sale/flat/245433523/,Шелепиха,2.0,3.0,84.88,47.5,3,51,2019.0,Новостройка,3.0,2 раздельных,,29113840
https://www.cian.ru/sale/flat/188872625/,Текстильщики,7.0,3.0,62.0,,2,9,1975.0,Вторичка,,,Во двор,16000000
https://www.cian.ru/sale/flat/237806808/,Баррикадная,10.0,5.0,204.0,170.0,5,7,2006.0,Вторичка,,"2 совмещенных, 1 раздельный",,409999000
https://www.cian.ru/sale/flat/201636716/,Электрозаводская,5.0,4.0,131.9,73.0,21,21,,Вторичка,,2 раздельных,На улицу и двор,37987200
https://www.cian.ru/sale/flat/256468487/,ЗИЛ,15.0,4.0,126.9,53.2,25,28,2023.0,Новостройка,,,,47367458
https://www.cian.ru/sale/flat/213326972/,Китай-город,3.0,4.0,86.0,49.5,2,4,,Вторичка,,1 совмещенный,Во двор,33500000
https://www.cian.ru/sale/flat/221309845/,Беляево,2.0,3.0,118.0,70.0,13,23,2006.0,Вторичка,3.2,2 совмещенных,Во двор,38950000
https://www.cian.ru/sale/flat/256417510/,Бульвар Дмитрия Донского,3.0,2.0,54.4,30.0,16,17,,Вторичка,,1 раздельный,,13500000
https://www.cian.ru/sale/flat/256399744/,Алма-Атинская,15.0,2.0,52.5,,3,14,1985.0,Вторичка,2.64,1 раздельный,Во двор,11000000
https://www.cian.ru/sale/flat/164490405/,Проспект Вернадского,7.0,3.0,72.0,49.1,16,16,1969.0,Вторичка,2.64,1 раздельный,На улицу и двор,21000000
https://www.cian.ru/sale/flat/243818190/,Деловой центр,4.0,3.0,109.9,,52,77,2019.0,Вторичка Апартаменты,,2 совмещенных,На улицу,62500000
https://www.cian.ru/sale/flat/238737204/,Новослободская,8.0,,300.0,,6,10,2014.0,Вторичка,,,На улицу и двор,284000000
https://www.cian.ru/sale/flat/256458560/,Бульвар Дмитрия Донского,12.0,1.0,40.0,14.5,2,10,2018.0,Вторичка,2.6,1 совмещенный,Во двор,11250000
https://www.cian.ru/sale/flat/255098037/,Марьина роща,5.0,1.0,35.4,18.1,5,5,1958.0,Вторичка,2.9,1 совмещенный,,9950000
https://www.cian.ru/sale/flat/256468863/,Измайловская,,3.0,63.0,,5,9,1966.0,Вторичка,2.5,1 раздельный,,13700000
