Ссылка,Метро,Время до метро,Количество комнат,Общая площадь,Жилая площадь,Этаж,Этажность дома,Срок сдачи,Тип жилья,Высота потолков,Ванная,Вид из окна,Цена
https://www.cian.ru/sale/flat/215536745/,Баррикадная,1.0,2.0,78.0,,13,31,,Вторичка,,1 совмещенный,Во двор,48200000
https://www.cian.ru/sale/flat/247109781/,Международная,4.0,3.0,119.3,,34,64,,Вторичка Апартаменты,3.8,,,55600000
https://www.cian.ru/sale/flat/254633937/,Смоленская,7.0,4.0,256.0,,3,7,2003.0,Вторичка,3.3,,,329391480
https://www.cian.ru/sale/flat/255131139/,Петровско-Разумовская,20.0,1.0,16.0,,4,5,,Вторичка Апартаменты,,1 совмещенный,Во двор,5100000
https://www.cian.ru/sale/flat/256179991/,ВДНХ,12.0,1.0,30.7,18.6,1,5,,Вторичка,2.8,1 совмещенный,Во двор,9100000
https://www.cian.ru/sale/flat/255037367/,Улица Академика Королева,2.0,2.0,58.0,36.0,1,22,1989.0,Вторичка,2.64,1 совмещенный,Во двор,16500000
https://www.cian.ru/sale/flat/241309192/,Некрасовка,4.0,3.0,81.7,52.6,3,14,2008.0,Вторичка,2.64,1 раздельный,Во двор,12500000
https://www.cian.ru/sale/flat/163021767/,ВДНХ,21.0,3.0,82.1,51.0,10,21,2010.0,Вторичка,,2 совмещенных,На улицу,35700000
https://www.cian.ru/sale/flat/253343290/,Автозаводская,5.0,1.0,23.5,,5,5,1930.0,Вторичка Апартаменты,3.0,1 совмещенный,Во двор,5090000
https://www.cian.ru/sale/flat/255067503/,,,1.0,28.0,15.0,7,12,1972.0,Вторичка,,1 совмещенный,Во двор,6100000
https://www.cian.ru/sale/flat/249406162/,Рассказовка,,2.0,53.0,33.0,4,5,,Вторичка,2.65,1 совмещенный,На улицу и двор,6800000
https://www.cian.ru/sale/flat/251240491/,Новослободская,,,314.0,210.0,6,10,,Вторичка,3.8,4 раздельных,На улицу и двор,284000000
https://www.cian.ru/sale/flat/221623211/,Ростокино,10.0,4.0,140.0,80.0,3,58,,Вторичка,,2 раздельных,На улицу и двор,23700000
https://www.cian.ru/sale/flat/255706178/,Лермонтовский проспект,1.0,4.0,90.0,57.0,4,14,1994.0,Вторичка,2.64,1 раздельный,На улицу и двор,15499000
https://www.cian.ru/sale/flat/246802117/,Сухаревская,2.0,3.0,112.8,82.0,7,8,,Вторичка,3.05,2 раздельных,На улицу и двор,73000000
https://www.cian.ru/sale/flat/224889230/,,,2.0,60.16,38.8,12,12,2010.0,Вторичка,2.8,1 раздельный,Во двор,5999999
https://www.cian.ru/sale/flat/255797693/,,,1.0,28.0,19.3,1,4,2021.0,Вторичка,2.8,1 совмещенный,Во двор,4600000
https://www.cian.ru/sale/flat/189947710/,Сокол,9.0,2.0,76.0,36.0,8,20,,Вторичка,3.0,"1 совмещенный, 1 раздельный",На улицу,29000000
https://www.cian.ru/sale/flat/256424065/,Лианозово,29.0,2.0,51.0,30.0,2,17,,Вторичка,,1 раздельный,На улицу и двор,9199000
https://www.cian.ru/sale/flat/249887750/,,,2.0,39.9,29.0,3,4,1975.0,Вторичка,,1 раздельный,Во двор,6000000
https://www.cian.ru/sale/flat/219693553/,Молодежная,,4.0,206.6,,16,24,2004.0,Вторичка,3.0,3 раздельных,На улицу,88000000
https://www.cian.ru/sale/flat/244530524/,Шаболовская,9.0,3.0,268.0,105.0,18,20,2006.0,Вторичка Пентхаус,3.6,3 совмещенных,Во двор,276988290
https://www.cian.ru/sale/flat/253766955/,Лефортово,2.0,3.0,98.15,,3,18,2021.0,Новостройка,,,,25566112
https://www.cian.ru/sale/flat/248578822/,Некрасовка,2.0,3.0,77.0,45.0,12,17,,Вторичка,,1 раздельный,На улицу и двор,14500000
https://www.cian.ru/sale/flat/256472561/,Коммунарка,20.0,1.0,43.3,,4,16,2021.0,Новостройка,3.04,,,9125630
https://www.cian.ru/sale/flat/253710181/,Спортивная,8.0,,320.0,,3,4,,Вторичка,,4 совмещенных,Во двор,300000000
https://www.cian.ru/sale/flat/255048435/,Варшавская,3.0,1.0,21.3,13.2,9,9,1973.0,Вторичка,,1 совмещенный,Во двор,7200000
https://www.cian.ru/sale/flat/251449892/,Спортивная,4.0,,266.0,160.0,5,7,2015.0,Вторичка,,"4 совмещенных, 1 раздельный",На улицу и двор,278784970
https://www.cian.ru/sale/flat/248240039/,Кропоткинская,2.0,,350.0,250.0,7,7,1914.0,Вторичка,,4 раздельных,На улицу и двор,225000000
https://www.cian.ru/sale/flat/256468443/,ЗИЛ,15.0,3.0,103.8,47.6,2,29,2023.0,Новостройка,,,,31458132
https://www.cian.ru/sale/flat/253712666/,Международная,3.0,2.0,67.0,,41,68,,Вторичка Апартаменты,3.5,,,39380000
https://www.cian.ru/sale/flat/200166903/,Говорово,10.0,3.0,121.0,63.0,5,14,2016.0,Вторичка,2.75,2 совмещенных,Во двор,26900000
https://www.cian.ru/sale/flat/251398809/,Улица Горчакова,11.0,1.0,40.0,12.4,5,13,2021.0,Новостройка,,1 совмещенный,,5900000
https://www.cian.ru/sale/flat/214412852/,Солнцево,5.0,3.0,86.1,52.9,8,13,2021.0,Новостройка,,"1 совмещенный, 1 раздельный",Во двор,17300000
https://www.cian.ru/sale/flat/241094646/,Парк Культуры,6.0,4.0,153.0,,3,8,,Вторичка,,2 совмещенных,,370679086
https://www.cian.ru/sale/flat/218893901/,Филатов Луг,10.0,1.0,37.6,18.9,6,17,,Вторичка,,1 совмещенный,Во двор,7950000
https://www.cian.ru/sale/flat/249243015/,Красный Строитель,1.0,1.0,37.0,19.1,7,17,2004.0,Вторичка,,1 совмещенный,На улицу,8600000
https://www.cian.ru/sale/flat/248536095/,Саларьево,60.0,2.0,52.4,32.0,1,3,,Вторичка,2.8,1 совмещенный,Во двор,7000000
https://www.cian.ru/sale/flat/255821297/,,,5.0,223.0,,2,7,,Вторичка,,4 раздельных,,355859040
https://www.cian.ru/sale/flat/243731845/,Маяковская,7.0,,465.0,,10,10,,Вторичка Пентхаус,,4 раздельных,,926716249
https://www.cian.ru/sale/flat/251060355/,Цветной бульвар,7.0,2.0,47.4,30.0,6,9,1967.0,Вторичка,2.7,1 раздельный,Во двор,19000000
https://www.cian.ru/sale/flat/256409438/,Нагорная,3.0,3.0,74.0,51.0,4,27,2021.0,Вторичка,3.0,2 раздельных,Во двор,24100000
https://www.cian.ru/sale/flat/256374867/,Нагорная,2.0,2.0,41.05,15.2,21,26,2023.0,Новостройка,,,На улицу,14950000
https://www.cian.ru/sale/flat/256452708/,Сокольники,5.0,3.0,65.0,43.0,10,12,1973.0,Вторичка,2.64,1 раздельный,Во двор,17900000
https://www.cian.ru/sale/flat/256306861/,,,,412.0,,4,7,2004.0,Вторичка Апартаменты,4.0,,На улицу и двор,370116244
https://www.cian.ru/sale/flat/221792183/,Сокол,12.0,4.0,195.0,,3,57,2006.0,Вторичка,,"1 совмещенный, 1 раздельный",,97320210
https://www.cian.ru/sale/flat/256410518/,Кропоткинская,3.0,,330.0,250.0,7,7,1914.0,Вторичка Пентхаус,3.0,,На улицу и двор,225000000
https://www.cian.ru/sale/flat/256428098/,Люблино,10.0,3.0,60.0,43.1,6,9,1974.0,Вторичка,2.64,1 раздельный,На улицу и двор,12990000
https://www.cian.ru/sale/flat/254736753/,,,1.0,36.7,18.3,5,17,2020.0,Вторичка,,,На улицу,6850000
https://www.cian.ru/sale/flat/201568244/,Арбатская,9.0,2.0,71.0,40.0,3,8,,Вторичка,3.5,2 совмещенных,Во двор,74137300
https://www.cian.ru/sale/flat/253663840/,Выставочная,2.0,3.0,167.0,,92,95,2017.0,Новостройка Апартаменты,3.5,,,167000000
https://www.cian.ru/sale/flat/219512892/,Достоевская,9.0,4.0,158.0,102.0,11,14,2013.0,Вторичка,3.3,"1 совмещенный, 1 раздельный",На улицу и двор,130000000
https://www.cian.ru/sale/flat/253446730/,Профсоюзная,1.0,2.0,44.0,30.0,4,8,1961.0,Вторичка,,1 совмещенный,На улицу,14400000
https://www.cian.ru/sale/flat/253331337/,Медведково,15.0,1.0,32.4,18.7,6,9,,Вторичка,,1 раздельный,На улицу и двор,6950000
https://www.cian.ru/sale/flat/229202237/,Смоленская,,2.0,143.0,100.0,9,14,2007.0,Вторичка,3.1,2 совмещенных,,224585100
https://www.cian.ru/sale/flat/253205598/,Некрасовка,2.0,1.0,38.0,19.0,5,17,,Вторичка,,1 совмещенный,На улицу,9500000
https://www.cian.ru/sale/flat/247228679/,Международная,2.0,3.0,167.0,,32,85,2016.0,Вторичка Апартаменты,,"1 совмещенный, 2 раздельных",На улицу и двор,84990000
https://www.cian.ru/sale/flat/225912601/,Деловой центр,3.0,5.0,445.0,,62,75,2010.0,Вторичка Апартаменты,3.0,3 совмещенных,На улицу и двор,333999999
https://www.cian.ru/sale/flat/255738819/,Некрасовка,2.0,3.0,74.9,44.4,15,17,2016.0,Вторичка,2.74,1 раздельный,,14300000
https://www.cian.ru/sale/flat/254043953/,Третьяковская,1.0,2.0,62.0,32.3,5,5,,Вторичка,,,,28000000
https://www.cian.ru/sale/flat/256458267/,Академическая,5.0,1.0,52.0,19.0,26,36,,Вторичка,,,Во двор,15500000
https://www.cian.ru/sale/flat/228935840/,Щукинская,21.0,,613.0,,23,24,,Вторичка Пентхаус,,3 совмещенных,,434197860
https://www.cian.ru/sale/flat/256429875/,Селигерская,5.0,1.0,32.2,18.0,7,16,2019.0,Вторичка Апартаменты,2.8,1 совмещенный,На улицу и двор,9000000
https://www.cian.ru/sale/flat/250988110/,Дубровка,3.0,3.0,62.0,38.2,7,16,2021.0,Новостройка,,"1 совмещенный, 1 раздельный",Во двор,19638000
https://www.cian.ru/sale/flat/256480778/,Новогиреево,4.0,1.0,42.2,22.0,5,12,1977.0,Вторичка,2.64,1 раздельный,Во двор,8500000
https://www.cian.ru/sale/flat/206925472/,Улица 1905 года,8.0,2.0,75.0,48.0,4,6,1928.0,Вторичка,3.2,1 совмещенный,На улицу и двор,20000000
https://www.cian.ru/sale/flat/256397289/,Бульвар Дмитрия Донского,9.0,1.0,41.3,20.0,7,11,2018.0,Вторичка,2.8,1 совмещенный,Во двор,11400000
https://www.cian.ru/sale/flat/254816660/,Кропоткинская,8.0,,286.8,,2,7,2011.0,Вторичка,,"2 совмещенных, 1 раздельный",Во двор,389280840
https://www.cian.ru/sale/flat/256424883/,Раменки,2.0,1.0,38.8,20.2,9,22,,Вторичка,,1 раздельный,Во двор,12800000
https://www.cian.ru/sale/flat/255628465/,Бабушкинская,3.0,1.0,17.3,,3,5,,Вторичка,,1 совмещенный,,5040000
https://www.cian.ru/sale/flat/149945995/,Арбатская,5.0,,200.0,150.0,3,6,1913.0,Вторичка,4.0,2 совмещенных,На улицу и двор,215458079
https://www.cian.ru/sale/flat/209046883/,Славянский бульвар,15.0,3.0,128.0,70.0,21,31,2008.0,Вторичка,3.2,2 совмещенных,На улицу,65000000
https://www.cian.ru/sale/flat/256474093/,Прокшино,21.0,1.0,44.0,,4,6,2015.0,Вторичка,2.8,,,10300000
https://www.cian.ru/sale/flat/256406598/,,,3.0,106.14,44.4,21,28,2021.0,Новостройка,3.3,,,32855706
https://www.cian.ru/sale/flat/217857549/,Фрунзенская,14.0,4.0,219.3,104.0,3,7,2009.0,Вторичка,,4 совмещенных,На улицу и двор,192756980
https://www.cian.ru/sale/flat/255174023/,Полянка,3.0,4.0,273.0,150.0,7,13,2007.0,Вторичка,,,На улицу и двор,370565415
https://www.cian.ru/sale/flat/187528090/,Дубровка,8.0,3.0,75.0,28.0,21,30,2012.0,Вторичка,3.0,2 совмещенных,Во двор,29000000
https://www.cian.ru/sale/flat/235107596/,Выставочная,1.0,4.0,219.0,180.0,23,76,2010.0,Вторичка Апартаменты,,,,114710582
https://www.cian.ru/sale/flat/253478382/,Братиславская,2.0,3.0,75.3,42.0,3,17,,Вторичка,,1 раздельный,На улицу и двор,16000000
https://www.cian.ru/sale/flat/255056861/,Коммунарка,15.0,1.0,33.7,,14,15,2023.0,Новостройка,2.5,,,5914350
https://www.cian.ru/sale/flat/148923770/,Чистые пруды,5.0,2.0,70.0,40.0,2,6,1907.0,Вторичка,3.2,1 совмещенный,Во двор,33000000
https://www.cian.ru/sale/flat/252843873/,Рассказовка,10.0,1.0,30.0,15.0,6,14,2016.0,Вторичка,2.8,1 совмещенный,Во двор,7100000
https://www.cian.ru/sale/flat/256418718/,Стахановская,3.0,3.0,56.0,34.0,8,9,,Вторичка,2.95,1 раздельный,Во двор,10500000
https://www.cian.ru/sale/flat/256409419/,Бутырская,11.0,2.0,39.1,23.4,10,12,1970.0,Вторичка,2.64,1 раздельный,Во двор,11900000
https://www.cian.ru/sale/flat/256422063/,Молодежная,8.0,2.0,47.0,30.0,4,16,2006.0,Вторичка,2.7,1 совмещенный,Во двор,11900000
https://www.cian.ru/sale/flat/256460960/,Коптево,5.0,2.0,73.0,38.6,18,25,2018.0,Вторичка,,1 раздельный,На улицу,35000000
https://www.cian.ru/sale/flat/256464737/,Коммунарка,15.0,3.0,73.6,35.4,5,12,,Вторичка,,"1 совмещенный, 1 раздельный",,13450000
https://www.cian.ru/sale/flat/255299959/,Кропоткинская,7.0,3.0,153.0,,4,6,2000.0,Вторичка,,3 совмещенных,,171000000
https://www.cian.ru/sale/flat/197417790/,Ботанический сад,11.0,1.0,36.4,19.0,1,17,2003.0,Вторичка,2.74,1 совмещенный,,9490000
https://www.cian.ru/sale/flat/256280670/,Третьяковская,,5.0,260.0,,3,9,2007.0,Вторичка,,,,264077062
https://www.cian.ru/sale/flat/224452963/,Нагатинская,15.0,1.0,44.0,19.1,2,19,2016.0,Вторичка,2.9,1 совмещенный,Во двор,13300000
https://www.cian.ru/sale/flat/250539686/,Текстильщики,10.0,3.0,72.0,50.6,2,5,1960.0,Вторичка,2.6,1 раздельный,На улицу и двор,13500000
https://www.cian.ru/sale/flat/254705744/,Студенческая,2.0,2.0,43.6,28.0,1,5,1961.0,Вторичка,,1 совмещенный,На улицу,13600000
https://www.cian.ru/sale/flat/237141022/,Кропоткинская,7.0,3.0,154.0,100.0,3,6,2003.0,Вторичка,,,,200170710
https://www.cian.ru/sale/flat/207473731/,Марьино,10.0,4.0,155.1,80.0,10,10,1998.0,Вторичка,,3 совмещенных,,35000000
https://www.cian.ru/sale/flat/256417561/,Киевская,15.0,4.0,120.0,,4,17,2011.0,Вторичка,3.2,2 раздельных,Во двор,70000000
https://www.cian.ru/sale/flat/195944562/,ВДНХ,16.0,3.0,78.0,45.0,4,16,1982.0,Вторичка,2.64,1 раздельный,Во двор,21700000
https://www.cian.ru/sale/flat/250681628/,Свиблово,6.0,1.0,36.8,,4,26,2021.0,Новостройка,,,,6918400
https://www.cian.ru/sale/flat/241093947/,Парк Культуры,5.0,5.0,223.0,116.0,2,6,2000.0,Вторичка,,,Во двор,355859040
https://www.cian.ru/sale/flat/181101710/,Октябрьское поле,11.0,4.0,138.0,104.0,5,32,,Вторичка,3.2,3 раздельных,На улицу,43000000
https://www.cian.ru/sale/flat/147510767/,Новые Черемушки,13.0,1.0,49.0,28.0,9,23,2007.0,Вторичка,2.8,1 совмещенный,На улицу,16500000
https://www.cian.ru/sale/flat/254411934/,Киевская,5.0,1.0,47.0,15.3,3,41,,Новостройка,3.5,1 совмещенный,Во двор,18000000
https://www.cian.ru/sale/flat/239625469/,Кузьминки,2.0,2.0,37.0,22.7,3,9,1963.0,Вторичка,,1 совмещенный,На улицу и двор,8500000
https://www.cian.ru/sale/flat/256465598/,Новогиреево,7.0,2.0,55.0,30.6,4,17,1996.0,Вторичка,,1 раздельный,Во двор,13600000
https://www.cian.ru/sale/flat/256414213/,Пятницкое шоссе,27.0,4.0,65.0,45.0,2,9,,Вторичка,,1 совмещенный,,12500000
https://www.cian.ru/sale/flat/228908684/,Полянка,,2.0,130.0,80.0,1,4,2008.0,Вторичка,3.2,2 раздельных,На улицу и двор,284474460
https://www.cian.ru/sale/flat/256472986/,,,1.0,38.7,18.0,19,22,1983.0,Вторичка,2.48,1 совмещенный,Во двор,7600000
https://www.cian.ru/sale/flat/256423158/,Автозаводская,,1.0,42.5,16.8,10,20,,Вторичка,,1 совмещенный,,15000000
https://www.cian.ru/sale/flat/253333536/,Парк Культуры,,4.0,202.0,180.0,3,5,,Вторичка,,3 раздельных,На улицу и двор,276988290
https://www.cian.ru/sale/flat/215812512/,Серпуховская,8.0,4.0,117.0,,3,14,,Вторичка,,2 совмещенных,На улицу и двор,70000000
https://www.cian.ru/sale/flat/214419727/,Чкаловская,17.0,,314.8,,2,11,2009.0,Вторичка,3.2,4 совмещенных,На улицу и двор,205000000
https://www.cian.ru/sale/flat/252311294/,Фрунзенская,11.0,5.0,248.0,170.0,7,7,2008.0,Вторичка,,3 совмещенных,Во двор,285000000
https://www.cian.ru/sale/flat/248670943/,Фрунзенская,8.0,,398.0,193.0,12,12,2020.0,Новостройка Пентхаус,6.0,1 раздельный,Во двор,355617000
https://www.cian.ru/sale/flat/236264027/,Лубянка,2.0,3.0,130.0,104.0,2,5,,Вторичка Апартаменты,,"2 совмещенных, 1 раздельный",Во двор,262015950
https://www.cian.ru/sale/flat/254870482/,Солнцево,3.0,1.0,22.5,13.0,13,23,,Вторичка,,1 совмещенный,Во двор,5915000
https://www.cian.ru/sale/flat/256404324/,Краснопресненская,3.0,3.0,59.0,35.0,7,8,,Вторичка,3.0,1 раздельный,На улицу и двор,25900000
https://www.cian.ru/sale/flat/254246065/,Дубровка,3.0,2.0,70.2,40.0,15,16,2021.0,Новостройка,,"1 совмещенный, 1 раздельный",Во двор,23517000
https://www.cian.ru/sale/flat/254908122/,Аннино,70.0,3.0,66.1,40.5,3,5,,Вторичка,2.6,1 раздельный,Во двор,6500000
https://www.cian.ru/sale/flat/245223311/,Красный Строитель,22.0,1.0,32.6,,1,9,1973.0,Вторичка,2.64,1 совмещенный,На улицу,7000000
https://www.cian.ru/sale/flat/239950492/,Первомайская,8.0,,637.3,303.1,19,19,2009.0,Вторичка,3.0,4 раздельных,На улицу и двор,280000000
https://www.cian.ru/sale/flat/251062275/,Парк Победы,7.0,2.0,43.0,28.0,3,9,1968.0,Вторичка,,,,14700000
https://www.cian.ru/sale/flat/256451136/,,,3.0,65.0,,1,12,1975.0,Вторичка,2.7,1 совмещенный,На улицу и двор,11500000
https://www.cian.ru/sale/flat/256500056/,Хорошево,10.0,3.0,72.2,,2,21,,Вторичка,,,,21000000
https://www.cian.ru/sale/flat/202235422/,Минская,17.0,2.0,72.0,,19,22,2005.0,Вторичка,,"1 совмещенный, 1 раздельный",Во двор,35000000
https://www.cian.ru/sale/flat/255827605/,,,2.0,182.0,,7,7,2017.0,Новостройка,,,,317780000
https://www.cian.ru/sale/flat/256461155/,Киевская,5.0,3.0,100.0,40.0,16,54,,Вторичка,3.3,2 совмещенных,Во двор,49500000
https://www.cian.ru/sale/flat/250359352/,Комсомольская,30.0,1.0,39.3,20.9,1,9,1994.0,Вторичка,2.64,1 раздельный,Во двор,6300000
https://www.cian.ru/sale/flat/256404211/,Воронцовская,,3.0,87.15,,12,25,2023.0,Новостройка,,,,37430925
https://www.cian.ru/sale/flat/253676002/,Авиамоторная,1.0,1.0,34.5,29.0,9,10,2012.0,,,,,6989900
https://www.cian.ru/sale/flat/255088292/,Парк Победы,2.0,2.0,54.0,22.0,6,12,1956.0,Вторичка,3.0,1 раздельный,Во двор,20800000
https://www.cian.ru/sale/flat/179637700/,Смоленская,9.0,4.0,122.0,60.0,6,6,,Вторичка,3.0,2 раздельных,На улицу и двор,101063295
https://www.cian.ru/sale/flat/254972188/,Автозаводская,,1.0,34.6,18.0,2,8,1960.0,Вторичка,3.1,,На улицу и двор,10750000
https://www.cian.ru/sale/flat/256424907/,Царицыно,15.0,1.0,35.6,19.5,8,12,,Вторичка,,1 раздельный,На улицу,7000000
https://www.cian.ru/sale/flat/253873881/,Ольховая,10.0,2.0,56.4,32.7,9,16,2020.0,Вторичка,2.6,1 раздельный,На улицу,10500000
https://www.cian.ru/sale/flat/208594729/,Крылатское,10.0,4.0,130.8,70.3,24,24,2017.0,Вторичка,2.95,"2 совмещенных, 1 раздельный",На улицу и двор,28399000
https://www.cian.ru/sale/flat/256496287/,Минская,16.0,1.0,41.0,25.0,2,9,1976.0,Вторичка,,1 совмещенный,На улицу и двор,14000000
https://www.cian.ru/sale/flat/251838324/,Филатов Луг,5.0,1.0,39.6,15.4,2,25,2022.0,Новостройка,3.0,,,7165976
https://www.cian.ru/sale/flat/250593730/,Кузьминки,10.0,1.0,31.4,21.3,1,9,1961.0,Вторичка,,1 совмещенный,Во двор,6900000
https://www.cian.ru/sale/flat/254627319/,Стахановская,3.0,1.0,38.0,,19,19,2021.0,Новостройка,2.85,1 совмещенный,,11491200
https://www.cian.ru/sale/flat/186980835/,Достоевская,9.0,4.0,157.0,100.0,11,14,2013.0,Вторичка,,2 совмещенных,На улицу,135000000
https://www.cian.ru/sale/flat/245896271/,Фрунзенская,11.0,5.0,241.68,115.9,7,11,,Вторичка,,4 совмещенных,,255000000
https://www.cian.ru/sale/flat/161979200/,Марьина роща,1.0,3.0,81.9,54.3,8,8,1958.0,Вторичка,3.0,1 раздельный,На улицу и двор,23550000
https://www.cian.ru/sale/flat/220133089/,Улица Милашенкова,5.0,4.0,118.0,86.0,2,5,1959.0,Вторичка,,1 раздельный,На улицу и двор,24500000
https://www.cian.ru/sale/flat/243143510/,Шелепиха,2.0,3.0,84.2,50.8,7,51,2019.0,Новостройка,3.0,2 раздельных,,29133200
https://www.cian.ru/sale/flat/221501102/,Цветной бульвар,6.0,,93.2,65.9,2,7,1916.0,Вторичка,,"1 совмещенный, 1 раздельный",Во двор,27500000
https://www.cian.ru/sale/flat/256418365/,Царицыно,8.0,1.0,46.0,18.2,12,13,2019.0,Вторичка,2.8,1 совмещенный,Во двор,9000000
https://www.cian.ru/sale/flat/256447769/,Бунинская аллея,8.0,3.0,100.1,,9,14,2000.0,Вторичка,2.64,,На улицу и двор,18500000
https://www.cian.ru/sale/flat/256447318/,,,2.0,60.7,34.0,14,19,,Вторичка,,,,13200000
https://www.cian.ru/sale/flat/253834444/,Ботанический сад,1.0,1.0,19.5,15.1,20,27,2020.0,Вторичка Апартаменты,,1 совмещенный,На улицу,6650000
https://www.cian.ru/sale/flat/254869217/,Ольховая,10.0,1.0,30.0,20.0,1,4,2021.0,Вторичка,,1 совмещенный,,4400000
https://www.cian.ru/sale/flat/245047042/,Теплый Стан,,2.0,59.0,32.0,1,5,2019.0,Вторичка,,1 раздельный,,3900000
https://www.cian.ru/sale/flat/255111736/,Саларьево,40.0,2.0,63.1,36.3,1,3,2015.0,Вторичка,2.8,1 совмещенный,Во двор,5550000
https://www.cian.ru/sale/flat/220048200/,,,1.0,20.0,,6,20,2018.0,Вторичка,,1 совмещенный,Во двор,5600000
https://www.cian.ru/sale/flat/255125609/,Парк Культуры,3.0,,347.5,288.0,6,6,,Вторичка Пентхаус,3.2,3 раздельных,На улицу и двор,695593217
https://www.cian.ru/sale/flat/252876028/,,,3.0,50.0,38.0,1,3,1967.0,Вторичка,,1 совмещенный,Во двор,6700000
https://www.cian.ru/sale/flat/256190229/,Прокшино,6.0,1.0,22.2,10.9,11,16,2023.0,Новостройка,2.8,1 совмещенный,Во двор,5357406
https://www.cian.ru/sale/flat/255661766/,Саларьево,10.0,1.0,33.0,18.7,4,9,1977.0,Вторичка,,1 раздельный,,6250000
https://www.cian.ru/sale/flat/256190707/,Бульвар Рокоссовского,4.0,1.0,19.89,,2,29,2023.0,Новостройка,3.0,,,6992860
https://www.cian.ru/sale/flat/254633971/,Верхние Лихоборы,1.0,3.0,92.2,,2,24,2021.0,Новостройка,2.8,,,17057000
https://www.cian.ru/sale/flat/252952269/,Каховская,2.0,2.0,58.0,36.0,4,22,,Вторичка,3.0,1 раздельный,Во двор,24500000
https://www.cian.ru/sale/flat/246080387/,Рассказовка,15.0,1.0,37.8,19.2,12,16,,Вторичка,,1 совмещенный,Во двор,6750000
https://www.cian.ru/sale/flat/236540859/,Сокольники,1.0,4.0,180.0,,15,34,2009.0,Вторичка,,,На улицу и двор,89900000
https://www.cian.ru/sale/flat/244369436/,Студенческая,2.0,3.0,85.6,55.1,6,10,,Вторичка,,"1 совмещенный, 1 раздельный",На улицу и двор,29700000
https://www.cian.ru/sale/flat/255125449/,Фрунзенская,12.0,4.0,228.2,140.0,3,7,2015.0,Вторичка,3.65,3 раздельных,На улицу и двор,305519043
https://www.cian.ru/sale/flat/251572213/,Щелковская,4.0,2.0,50.5,32.1,5,12,1969.0,Вторичка,2.64,1 раздельный,Во двор,10850000
https://www.cian.ru/sale/flat/256355173/,Селигерская,4.0,1.0,34.0,20.0,2,12,1967.0,Вторичка,2.64,1 совмещенный,,7100000
https://www.cian.ru/sale/flat/255822005/,Арбатская,,,420.0,,2,6,,Вторичка,4.0,,На улицу,1100466990
https://www.cian.ru/sale/flat/207326507/,Мичуринский проспект,14.0,3.0,75.0,26.0,8,27,2001.0,Вторичка,,2 совмещенных,Во двор,27500000
https://www.cian.ru/sale/flat/255621433/,Бабушкинская,3.0,1.0,13.0,,5,5,,Вторичка,,1 совмещенный,Во двор,4390000
https://www.cian.ru/sale/flat/255473227/,Чистые пруды,,,311.4,245.0,8,8,,Вторичка,,4 раздельных,,347266526
https://www.cian.ru/sale/flat/228449851/,Смоленская,2.0,2.0,78.0,55.0,7,16,,Вторичка,3.0,1 раздельный,На улицу,51990000
https://www.cian.ru/sale/flat/197799899/,Ломоносовский проспект,16.0,4.0,183.0,,6,19,,Вторичка,3.15,,,69000000
https://www.cian.ru/sale/flat/256472589/,Прокшино,2.0,2.0,49.5,,7,18,2022.0,Новостройка,2.8,,,8980924
https://www.cian.ru/sale/flat/256183541/,Ольховая,10.0,1.0,27.8,15.6,12,16,2021.0,Вторичка,2.65,,,6100000
https://www.cian.ru/sale/flat/245972435/,Октябрьская,7.0,5.0,258.0,132.0,5,17,2010.0,Вторичка,3.2,4 совмещенных,На улицу и двор,254529780
https://www.cian.ru/sale/flat/256409190/,Смоленская,9.0,1.0,60.0,30.0,4,12,1939.0,Вторичка,,1 совмещенный,На улицу и двор,36000000
https://www.cian.ru/sale/flat/256410381/,Волоколамская,4.0,2.0,59.0,32.2,2,22,1994.0,Вторичка,2.64,1 раздельный,Во двор,15000000
https://www.cian.ru/sale/flat/249631038/,Дубровка,7.0,3.0,105.0,60.0,17,30,,Вторичка,,2 раздельных,,29800000
https://www.cian.ru/sale/flat/256416126/,Кропоткинская,10.0,4.0,240.0,,2,5,2009.0,Вторичка,,3 совмещенных,Во двор,300000000
https://www.cian.ru/sale/flat/147090349/,Кропоткинская,9.0,4.0,177.0,102.0,3,6,1914.0,Вторичка,4.2,"1 совмещенный, 1 раздельный",На улицу и двор,115000000
https://www.cian.ru/sale/flat/255479408/,Первомайская,2.0,2.0,46.0,28.0,5,5,1964.0,Вторичка,,1 совмещенный,Во двор,9500000
https://www.cian.ru/sale/flat/249990207/,Тестовская,3.0,2.0,65.0,,13,79,,Вторичка Апартаменты,,1 совмещенный,,32000000
https://www.cian.ru/sale/flat/213957508/,Лухмановская,25.0,4.0,131.6,77.0,1,17,2007.0,Вторичка Апартаменты,2.74,1 раздельный,На улицу и двор,13500000
https://www.cian.ru/sale/flat/241067704/,Киевская,14.0,,454.6,,7,7,2009.0,Вторичка Пентхаус,3.3,"4 совмещенных, 1 раздельный",,817489764
https://www.cian.ru/sale/flat/210376886/,Фрунзенская,7.0,2.0,44.0,27.6,1,5,,Вторичка,,,На улицу,14600000
https://www.cian.ru/sale/flat/255557454/,Парк Победы,2.0,2.0,52.5,29.0,6,12,1956.0,Вторичка,3.0,1 раздельный,Во двор,23000000
